title,country,genres,language,writer_count,title_adaption,censor_rating,release_date,runtime,dvd_release_date,users_votes,comments,likes,overall_views,dislikes,ratings_imdb,ratings_tomatoes,ratings_metacritic,special_award,awards_win,awards_nomination,revenue_category
Mean Creek ,USA,"Crime, Drama",English,1,FALSE,R,29/09/2004,90 min,25/01/2005,"29,250",256,1223,275232,30,7.2/10,89%,74/100,0,4,6,Low
2046,"Hong Kong, China, France, Italy, Germany","Drama, Romance, Sci-Fi","Cantonese, Japanese, Mandarin",1,TRUE,R,29/09/2004,129 min,26/12/2005,"46,895",53,539,453375,28,7.5/10,85%,78/100,0,35,77,Low
Ladder 49 ,USA,"Action, Drama, Thriller",English,1,FALSE,PG-13,01/10/2004,115 min,08/03/2005,"52,511",41,441,221569,14,6.5/10,41%,47/100,0,1,6,High
Shark Tale ,USA,"Animation, Adventure, Comedy, Family, Fantasy",English,10,TRUE,PG,01/10/2004,90 min,08/02/2005,"1,54,594",1,35,30922,5,6.0/10,36%,48/100,1,3,15,High
Raise Your Voice ,USA,"Family, Music, Musical, Romance","English, French",2,TRUE,PG,08/10/2004,103 min,15/02/2005,"25,461",66,2571,500979,61,5.9/10,15%,33/100,0,2,3,High
Friday Night Lights ,"Germany, USA","Action, Drama, Sport",English,3,TRUE,PG-13,08/10/2004,118 min,18/01/2005,"54,383",1049,3352,1292810,111,7.3/10,81%,70/100,0,2,5,High
A Home at the End of the World ,USA,"Drama, Romance",English,2,TRUE,R,14/10/2004,97 min,02/11/2004,"12,778",7,222,47226,8,6.7/10,50%,59/100,0,1,4,Low
3-Iron ,"South Korea, Japan","Crime, Drama, Romance",Korean,1,FALSE,R,15/10/2004,88 min,06/09/2005,"44,976",28,324,262807,27,8.0/10,87%,72/100,0,15,9,Low
Team America: World Police ,"USA, Germany","Action, Comedy","English, French, Klingon, Korean, Arabic",3,FALSE,R,15/10/2004,98 min,17/05/2005,"1,50,633",270,1029,896022,84,7.2/10,77%,64/100,0,1,11,High
Shall We Dance? ,USA,"Comedy, Drama, Music, Romance",English,2,TRUE,PG-13,15/10/2004,106 min,01/02/2005,"40,515",15,470,237860,30,6.1/10,46%,47/100,0,0,7,High
"Final Cut, The ","USA, Canada, Germany","Drama, Sci-Fi, Thriller",English,1,FALSE,PG-13,15/10/2004,95 min,22/03/2005,"29,569",67,220,190341,19,6.2/10,36%,43/100,0,1,4,Low
Nobody Knows ,Japan,Drama,Japanese,1,FALSE,PG-13,21/10/2004,141 min,13/09/2005,"21,421",31,215,106586,7,8.1/10,93%,88/100,0,13,10,Low
"Assassination of Richard Nixon, The ","USA, Mexico","Biography, Crime, Drama, History, Thriller",English,2,FALSE,R,22/10/2004,95 min,26/04/2005,"24,624",21,100,43754,6,7.0/10,67%,63/100,0,2,4,Low
Surviving Christmas ,USA,"Comedy, Romance","English, Spanish",6,TRUE,PG-13,22/10/2004,91 min,21/12/2004,"20,781",,,341667,,5.4/10,7%,19/100,0,2,5,High
Thérèse: The Story of Saint Thérèse of Lisieux ,USA,"Biography, Drama",English,2,TRUE,PG,29/10/2004,96 min,28/02/2006,437,15,102,65015,3,6.5/10,11%,27/100,0,0,0,Low
Head in the Clouds ,"UK, Canada","Drama, Romance, War","English, German, French, Spanish",1,FALSE,R,30/10/2004,132 min,25/01/2005,"13,921",9,157,202688,21,6.6/10,16%,40/100,0,6,5,Low
Alfie ,"UK, USA","Comedy, Drama, Romance",English,4,TRUE,R,05/11/2004,103 min,15/03/2005,"48,075",58,441,472925,26,6.2/10,48%,49/100,1,6,7,High
"Last Shot, The ",USA,"Comedy, Romance",English,2,FALSE,R,05/11/2004,93 min,10/05/2005,"3,989",8,37,50852,4,5.7/10,62%,47/100,0,0,0,Low
"Polar Express, The ",USA,"Animation, Adventure, Comedy, Family, Fantasy, Musical",English,3,TRUE,G,10/11/2004,100 min,22/11/2005,"1,55,793",,693,829628,96,6.6/10,56%,61/100,1,5,23,High
Veer Zaara ,India,"Drama, Family, Musical, Romance","Hindi, Urdu, Punjabi",3,TRUE,Not Rated,12/11/2004,192 min,26/02/2005,"44,820",,,,,7.9/10,92%,67/100,0,21,29,Low
Seed of Chucky ,"Romania, USA, UK","Comedy, Fantasy, Horror, Thriller","English, Japanese",2,TRUE,R,12/11/2004,87 min,07/06/2005,"34,786",5,105,53709,9,4.9/10,33%,46/100,0,1,6,High
Bridget Jones: The Edge of Reason ,"UK, France, Germany, Ireland, USA","Comedy, Drama, Romance","English, German, Thai",5,TRUE,R,19/11/2004,108 min,22/03/2005,"95,856",24,730,698519,28,6.0/10,27%,44/100,1,0,7,High
Alexander ,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand","Action, Adventure, Biography, Drama, History, Romance, War",English,3,FALSE,R,24/11/2004,175 min,02/08/2005,"1,54,507",17,156,75779,15,5.6/10,16%,39/100,0,6,19,High
Christmas with the Kranks ,USA,"Comedy, Family","English, Spanish",2,TRUE,PG,24/11/2004,99 min,08/11/2005,"36,803",260,763,729365,101,5.3/10,5%,22/100,0,3,4,High
I Am David ,"UK, USA",Drama,English,2,TRUE,PG,03/12/2004,90 min,05/04/2005,"6,916",116,405,218052,22,7.3/10,39%,47/100,0,8,1,Low
Eros ,"USA, Italy, Hong Kong, France, Luxembourg, UK","Drama, Romance","English, Italian, Mandarin",5,TRUE,R,03/12/2004,104 min,07/02/2006,"4,999",1,106,279970,31,6.0/10,34%,51/100,0,1,0,Low
"Machinist, The ","Spain, France, UK, USA","Drama, Thriller","English, Spanish",1,FALSE,R,03/12/2004,101 min,07/06/2005,"3,29,908",1850,6714,4770372,262,7.7/10,77%,61/100,0,7,15,Low
Blade: Trinity ,USA,"Action, Horror, Sci-Fi, Thriller","English, Esperanto",3,FALSE,R,08/12/2004,113 min,26/04/2005,"1,55,757",17,99,28812,3,5.9/10,25%,38/100,0,0,1,High
Ocean's Twelve ,USA,"Crime, Thriller","English, Dutch, French, Italian, Mandarin",3,TRUE,PG-13,10/12/2004,125 min,12/04/2005,"3,31,193",1,20,24708,7,6.5/10,55%,58/100,0,3,8,High
Spanglish ,USA,"Comedy, Drama, Romance","English, Spanish",1,FALSE,PG-13,17/12/2004,131 min,05/04/2005,"73,911",496,1563,1181725,99,6.4/10,53%,48/100,1,5,14,High
Darkness ,"USA, Spain",Horror,English,3,FALSE,PG-13,25/12/2004,88 min,26/04/2005,"18,099",206,881,757929,50,5.4/10,4%,15/100,0,2,3,High
"Dying Gaul, The ",USA,"Drama, Romance",English,1,TRUE,R,01/01/2005,92 min,21/03/2006,"2,229",23,122,321547,21,6.6/10,49%,62/100,0,1,2,Low
Kinsey ,"USA, Germany","Biography, Drama, Romance",English,1,FALSE,R,07/01/2005,118 min,17/05/2005,"45,898",,,,,7.1/10,90%,79/100,1,17,50,High
White Noise ,"UK, Canada, USA","Drama, Horror, Mystery, Thriller",English,1,FALSE,PG-13,07/01/2005,101 min,17/05/2005,"45,305",239,581,801640,53,5.5/10,7%,30/100,0,1,2,High
In Good Company ,USA,"Comedy, Drama, Romance",English,1,FALSE,PG-13,14/01/2005,109 min,10/05/2005,"51,802",4,31,76873,4,6.5/10,82%,66/100,0,2,8,High
Racing Stripes ,USA,"Adventure, Comedy, Drama, Family, Sport",English,5,TRUE,PG,14/01/2005,102 min,10/05/2005,"14,702",10,205,87004,4,5.2/10,35%,43/100,0,0,3,High
Coach Carter ,"USA, Germany","Biography, Drama, Sport",English,2,FALSE,PG-13,14/01/2005,136 min,21/06/2005,"1,11,926",268,1449,1406502,40,7.3/10,64%,57/100,0,3,15,High
Elektra ,"Canada, USA, Switzerland","Action, Adventure, Crime, Fantasy, Thriller","English, Japanese",5,TRUE,PG-13,14/01/2005,97 min,05/04/2005,"82,301",13,78,45098,21,4.7/10,11%,34/100,0,0,2,High
Are We There Yet? ,"USA, Canada","Adventure, Comedy, Family, Romance",English,6,TRUE,PG,21/01/2005,95 min,24/05/2005,"26,808",171,634,485453,84,4.7/10,12%,27/100,0,1,8,High
Palindromes ,USA,"Comedy, Drama","English, Hebrew",1,FALSE,NOT RATED,21/01/2005,100 min,13/09/2005,"11,478",,,,,6.8/10,43%,53/100,0,0,3,Low
"Love Song for Bobby Long, A ",USA,Drama,English,2,TRUE,R,21/01/2005,119 min,22/02/2005,"23,940",51,329,286425,14,7.2/10,43%,48/100,1,0,2,Low
Alone in the Dark ,"Canada, Germany, USA","Action, Horror, Sci-Fi",English,3,FALSE,R,28/01/2005,96 min,10/05/2005,"40,419",62,122,273591,151,2.3/10,1%,9/100,0,5,4,Low
Hide and Seek ,"USA, Germany","Drama, Horror, Mystery, Thriller",English,1,FALSE,R,28/01/2005,101 min,05/07/2005,"78,089",1426,4678,3050456,302,5.9/10,13%,35/100,0,1,5,High
Boogeyman ,"USA, New Zealand, Germany","Drama, Horror, Mystery, Thriller",English,4,TRUE,PG-13,04/02/2005,89 min,31/05/2005,"28,503",,,,,4.2/10,13%,32/100,0,0,0,High
Black ,India,Drama,"Hindi, English",5,TRUE,Not Rated,04/02/2005,122 min,10/05/2005,"30,863",152,1787,884691,119,8.2/10,67%,0,0,30,3,Low
"Wedding Date, The ","USA, UK","Comedy, Romance",English,2,TRUE,PG-13,04/02/2005,90 min,16/08/2005,"45,279",,,,,6.1/10,11%,32/100,0,0,0,High
Vera Drake ,"UK, France","Crime, Drama",English,1,FALSE,R,04/02/2005,125 min,29/03/2005,"22,323",31,88,71619,9,7.7/10,92%,83/100,1,40,40,Low
P.S. ,USA,"Comedy, Drama, Fantasy",English,3,TRUE,R,10/02/2005,97 min,08/02/2005,"5,379",42,1095,833837,228,6.2/10,54%,55/100,0,3,4,Low
Pooh's Heffalump Movie ,USA,"Animation, Comedy, Family, Fantasy, Musical, Mystery",English,3,TRUE,G,11/02/2005,68 min,24/05/2005,"5,654",,,,,6.4/10,80%,64/100,0,0,1,High
Hitch ,USA,"Comedy, Romance",English,1,FALSE,PG-13,11/02/2005,118 min,14/06/2005,"2,77,152",73,387,388590,17,6.6/10,68%,58/100,0,4,24,High
Because of Winn-Dixie ,USA,"Comedy, Drama, Family",English,2,TRUE,PG,18/02/2005,106 min,09/08/2005,"9,733",6,72,24182,5,6.4/10,55%,54/100,0,0,2,High
Being Julia ,"Canada, USA, Hungary, UK","Comedy, Drama, Romance",English,2,TRUE,R,18/02/2005,104 min,22/03/2005,"11,551",0,,6161,,7.0/10,76%,65/100,1,8,18,High
Son of the Mask ,"USA, Germany","Comedy, Family, Fantasy",English,1,FALSE,PG,18/02/2005,94 min,17/05/2005,"49,003",124,589,410768,225,2.2/10,6%,20/100,0,7,12,High
Sophie Scholl: The Final Days ,Germany,"Biography, Crime, Drama, History, Thriller, War",German,1,FALSE,Not Rated,24/02/2005,120 min,14/11/2006,"24,958",323,1192,593489,50,7.6/10,87%,76/100,1,22,12,Low
Tyler Perry's Diary of a Mad Black Woman ,USA,"Comedy, Drama, Romance",English,2,TRUE,PG-13,25/02/2005,116 min,28/06/2005,"12,891",87,3972,934367,140,5.7/10,16%,36/100,0,13,13,High
Man of the House ,USA,"Comedy, Crime",English,5,TRUE,PG-13,25/02/2005,100 min,19/07/2005,"21,792",39,290,235943,13,5.4/10,9%,35/100,0,0,0,High
"Pacifier, The ","Canada, USA","Action, Comedy, Drama, Family","English, Korean",2,FALSE,PG,04/03/2005,95 min,28/06/2005,"80,303",,,1558707,,5.6/10,20%,30/100,0,1,10,High
Be Cool ,USA,"Comedy, Crime, Music","English, Russian",2,TRUE,PG-13,04/03/2005,118 min,07/06/2005,"64,753",6,74,99302,14,5.7/10,30%,37/100,0,1,13,High
Born into Brothels ,USA,Documentary,"Bengali, English",2,FALSE,R,11/03/2005,85 min,20/09/2005,"14,809",3,49,24303,1,7.3/10,95%,78/100,1,20,5,Low
Baadasssss! ,USA,"Biography, Drama",English,3,TRUE,R,17/03/2005,109 min,14/09/2004,"4,507",14,99,54937,10,7.4/10,91%,75/100,0,4,10,Low
"Ring Two, The ",USA,"Horror, Mystery",English,3,TRUE,PG-13,18/03/2005,110 min,23/08/2005,"85,715",2,55,18974,11,5.4/10,20%,44/100,0,2,11,High
Ice Princess ,"USA, Canada","Comedy, Drama, Family, Sport",English,3,TRUE,G,18/03/2005,98 min,19/07/2005,"22,982",,,,,6.0/10,51%,55/100,0,0,0,High
Miss Congeniality 2: Armed and Fabulous ,USA,"Action, Comedy, Crime",English,4,TRUE,PG-13,24/03/2005,115 min,21/06/2005,"64,206",,,,,5.1/10,15%,34/100,0,2,5,High
Saints and Soldiers ,USA,"Action, Drama, War","English, German",3,TRUE,PG-13,25/03/2005,90 min,31/05/2005,"19,247",510,774,941375,66,6.8/10,66%,56/100,0,16,2,Low
Guess Who ,USA,"Comedy, Romance",English,6,TRUE,PG-13,25/03/2005,105 min,02/08/2005,"38,027",6,,91656,,5.9/10,42%,49/100,0,0,16,High
"Upside of Anger, The ","USA, Germany, UK","Comedy, Drama",English,1,FALSE,R,01/04/2005,118 min,26/07/2005,"20,481",29,290,245284,26,6.9/10,74%,63/100,0,5,13,High
Melinda and Melinda ,USA,"Comedy, Drama, Romance",English,1,FALSE,PG-13,08/04/2005,99 min,25/10/2005,"29,742",,,,,6.5/10,52%,54/100,0,0,0,Low
"Ballad of Jack and Rose, The ",USA,Drama,English,1,FALSE,R,08/04/2005,112 min,16/08/2005,"10,316",50,394,436627,34,6.7/10,47%,59/100,0,3,6,Low
Saint Ralph ,Canada,"Comedy, Drama, Sport",English,1,FALSE,PG-13,08/04/2005,98 min,13/12/2005,"5,557",26,211,147368,3,7.5/10,64%,51/100,0,6,9,Low
Fever Pitch ,"USA, Germany","Comedy, Drama, Romance, Sport",English,3,TRUE,PG-13,08/04/2005,104 min,13/09/2005,"40,070",140,857,753641,46,6.2/10,65%,56/100,0,0,9,High
State Property 2 ,USA,"Musical, Action, Crime",English,3,TRUE,R,13/04/2005,94 min,12/07/2005,"1,264",,,,,4.5/10,14%,33/100,0,1,0,Low
"Amityville Horror, The ",USA,"Drama, Horror, Mystery, Thriller",English,5,TRUE,R,15/04/2005,90 min,04/10/2005,"99,363",49,283,233211,21,6.0/10,24%,33/100,0,2,4,High
"Game of Their Lives, The ",USA,"Drama, History, Sport","English, Spanish",2,TRUE,PG,22/04/2005,101 min,12/09/2006,"2,932",50,112,128124,5,6.2/10,26%,47/100,0,0,0,Low
Kung Fu Hustle ,"Hong Kong, China","Action, Comedy, Fantasy","Cantonese, Mandarin",4,FALSE,R,22/04/2005,99 min,09/08/2005,"1,17,026",28,355,384645,33,7.8/10,90%,78/100,1,23,45,High
"Interpreter, The ","UK, France, Germany, USA","Crime, Mystery, Thriller","Aboriginal, English, French, Portuguese",5,TRUE,PG-13,22/04/2005,128 min,04/10/2005,"93,041",13,69,85550,8,6.4/10,57%,62/100,0,3,2,High
xXx: State of the Union ,USA,"Action, Crime, Thriller",English,2,TRUE,PG-13,29/04/2005,101 min,26/07/2005,"63,795",,,1406962,,4.4/10,17%,37/100,0,0,1,High
House of D ,USA,"Comedy, Drama","English, French",1,FALSE,PG-13,29/04/2005,97 min,04/10/2005,"8,411",,,,,7.0/10,10%,33/100,0,0,0,Low
"Intruder, The ",France,Drama,"French, English, Korean, Russian, Polynesian",3,TRUE,,04/05/2005,130 min,25/04/2006,"1,411",,,,,7.0/10,86%,85/100,0,0,4,Low
Jiminy Glick in La La Wood ,"Canada, USA","Comedy, Mystery",English,4,FALSE,R,06/05/2005,90 min,04/10/2005,"1,642",4,27,14825,1,5.4/10,22%,41/100,0,0,3,Low
House of Wax ,"Australia, USA",Horror,English,3,TRUE,R,06/05/2005,108 min,25/10/2005,"1,07,950",,,,,5.3/10,25%,41/100,0,5,11,High
Crash ,"USA, Germany","Crime, Drama, Thriller","English, Persian, Spanish, Mandarin, Korean",3,TRUE,R,06/05/2005,112 min,06/09/2005,"4,01,157",467,2304,1876929,187,7.8/10,74%,69/100,1,64,111,High
"Saddest Music in the World, The ",Canada,"Comedy, Musical","English, Spanish",3,TRUE,R,12/05/2005,100 min,16/11/2004,"5,465",18,152,117753,40,7.2/10,79%,78/100,0,6,7,Low
"Good Woman, A ","UK, Italy, Spain, Luxembourg, USA","Drama, Comedy, Romance","English, Italian",2,TRUE,PG,13/05/2005,93 min,13/06/2006,"10,859",16,331,200037,20,6.5/10,38%,53/100,0,0,0,Low
Unleashed ,"France, USA, UK","Action, Crime, Drama, Thriller",English,1,FALSE,R,13/05/2005,103 min,11/10/2005,"93,897",4,47,58719,2,7.0/10,65%,58/100,0,0,1,High
Monster-in-Law ,"USA, Germany","Comedy, Romance",English,1,FALSE,PG-13,13/05/2005,101 min,30/08/2005,"52,158",29,847,391315,64,5.5/10,17%,31/100,0,1,10,High
Kicking & Screaming ,USA,"Comedy, Family, Romance, Sport","English, Italian",2,FALSE,PG,13/05/2005,95 min,11/10/2005,"33,949",35,380,206340,27,5.6/10,41%,45/100,0,0,7,High
Look at Me ,"France, Italy","Comedy, Drama, Music","French, Italian",2,FALSE,PG-13,20/05/2005,110 min,09/08/2005,"4,816",0,27,27017,4,6.9/10,87%,79/100,0,8,9,Low
Primer ,USA,"Drama, Sci-Fi, Thriller","English, French",1,FALSE,PG-13,27/05/2005,77 min,05/04/2005,"89,520",71,184,213318,17,6.9/10,72%,68/100,0,3,7,Low
B.N.B. ,India,"Comedy, Drama, Romance","Hindi, English",3,TRUE,PG,27/05/2005,170 min,06/09/2005,"5,619",2,26,9815,2,6.2/10,83%,0,0,9,9,Low
"Sisterhood of the Traveling Pants, The ",USA,"Comedy, Drama, Romance","English, Greek, Spanish",3,TRUE,PG,01/06/2005,119 min,11/10/2005,"51,068",42,535,524681,103,6.5/10,77%,66/100,0,1,14,High
Lords of Dogtown ,"USA, Germany","Biography, Drama, Sport","English, Spanish",1,FALSE,PG-13,03/06/2005,107 min,27/09/2005,"49,307",2,10,6150,1,7.1/10,54%,56/100,0,1,7,High
"Honeymooners, The ","USA, Germany","Comedy, Drama, Family, Romance",English,4,FALSE,PG-13,10/06/2005,90 min,22/11/2005,"6,773",11,45,25069,14,3.2/10,13%,31/100,0,1,3,High
Mr. & Mrs. Smith ,USA,"Action, Comedy, Crime, Thriller","English, Spanish",1,FALSE,PG-13,10/06/2005,120 min,29/11/2005,"4,17,598",,,,,6.5/10,59%,55/100,0,9,18,High
Parineeta ,India,"Drama, Musical, Romance",Hindi,4,TRUE,Not Rated,10/06/2005,130 min,13/09/2005,"8,169",7,259,167380,18,7.3/10,0,0,0,13,27,Low
Howl's Moving Castle ,Japan,"Animation, Adventure, Family, Fantasy",Japanese,2,TRUE,PG,17/06/2005,119 min,07/03/2006,"2,83,610",189,779,417815,27,8.2/10,87%,80/100,1,14,19,Low
Herbie: Fully Loaded ,USA,"Adventure, Comedy, Family, Fantasy, Romance, Sport",English,8,TRUE,G,22/06/2005,101 min,25/10/2005,"41,940",164,1013,1361362,124,4.8/10,41%,47/100,0,2,6,High
C.S.A.: The Confederate States of America ,USA,"Comedy, Drama, War",English,1,FALSE,PG-13,24/06/2005,89 min,08/08/2006,"4,492",361,572,175625,382,6.4/10,80%,62/100,0,1,2,Low
Saving Face ,USA,"Comedy, Drama, Romance","English, Mandarin, Shanghainese",1,FALSE,R,24/06/2005,91 min,18/10/2005,"9,121",41,476,342034,23,7.5/10,86%,65/100,0,3,3,Low
Mad Hot Ballroom ,USA,"Documentary, Family, Music","English, Spanish",1,FALSE,PG,01/07/2005,105 min,18/10/2005,"3,255",51,122,124318,7,7.5/10,84%,71/100,0,8,9,High
My Summer of Love ,UK,"Drama, Romance, Thriller",English,3,TRUE,R,01/07/2005,86 min,04/10/2005,"18,450",83,1172,697149,86,6.8/10,90%,82/100,0,9,20,Low
Wedding Crashers ,USA,"Comedy, Romance",English,2,FALSE,R,15/07/2005,119 min,03/01/2006,"3,14,940",2,82,88387,3,7.0/10,75%,64/100,0,11,11,High
Charlie and the Chocolate Factory ,"USA, UK, Australia","Adventure, Comedy, Family, Fantasy, Musical",English,2,TRUE,PG,15/07/2005,115 min,07/11/2005,"3,90,209",22,260,175759,21,6.6/10,82%,72/100,1,14,50,High
Heights ,USA,"Drama, Romance","English, Spanish, Hebrew",3,TRUE,R,15/07/2005,93 min,01/11/2005,"4,408",25,187,282533,19,7.0/10,64%,59/100,0,1,1,Low
Hustle & Flow ,USA,"Crime, Drama, Music",English,1,FALSE,R,22/07/2005,116 min,10/01/2006,"36,719",,,666133,,7.4/10,82%,68/100,1,25,46,High
Must Love Dogs ,USA,"Comedy, Romance","English, Armenian",2,TRUE,PG-13,29/07/2005,98 min,20/12/2005,"29,185",,543,297841,35,5.9/10,36%,46/100,0,0,1,High
Happy Endings ,USA,"Comedy, Drama, Music, Romance, Thriller",English,1,FALSE,R,29/07/2005,128 min,05/11/2005,"8,643",0,81,186980,9,6.4/10,54%,57/100,0,0,6,Low
Sky High ,USA,"Adventure, Comedy, Family, Sci-Fi","English, Cantonese",3,FALSE,PG,29/07/2005,100 min,29/11/2005,"72,339",420,1671,1497067,135,6.2/10,74%,62/100,0,0,1,High
"Dukes of Hazzard, The ",USA,"Adventure, Comedy",English,4,TRUE,PG-13,05/08/2005,104 min,06/12/2005,"72,504",27,431,320774,23,5.1/10,14%,33/100,0,5,14,High
Murderball ,USA,"Documentary, Sport",English,,FALSE,R,05/08/2005,88 min,29/11/2005,"9,518",8,54,54762,1,7.7/10,98%,87/100,1,17,12,Low
"Skeleton Key, The ","USA, Germany","Drama, Horror, Mystery, Thriller","English, French",1,FALSE,PG-13,12/08/2005,104 min,15/11/2005,"99,795",356,1921,1098342,120,6.5/10,37%,47/100,0,0,5,High
"40-Year-Old Virgin, The ",USA,"Comedy, Romance","English, Spanish, Japanese",2,FALSE,R,19/08/2005,116 min,13/12/2005,"3,64,410",37,887,538300,59,7.1/10,85%,73/100,0,10,19,High
Don't Come Knocking ,"UK, France, Germany, USA","Drama, Music",English,3,TRUE,R,25/08/2005,122 min,08/08/2006,"6,914",3,60,39481,1,6.7/10,43%,55/100,0,1,7,Low
Underclassman ,USA,"Action, Comedy, Crime, Drama, Thriller",English,5,TRUE,PG-13,02/09/2005,95 min,17/01/2006,"5,257",46,240,301443,11,4.2/10,6%,19/100,0,0,0,High
"Sound of Thunder, A ","Czech Republic, UK, Germany, USA","Action, Adventure, Horror, Sci-Fi, Thriller","English, Mandarin",6,TRUE,PG-13,02/09/2005,101 min,28/03/2006,"18,106",128,423,546503,69,4.2/10,6%,24/100,0,0,4,Low
On a Clear Day ,UK,"Comedy, Drama, Romance, Sport",English,1,FALSE,PG-13,02/09/2005,95 min,11/07/2006,"3,003",2,11,9243,0,7.0/10,67%,62/100,0,3,4,Low
Grizzly Man ,USA,"Documentary, Biography",English,1,FALSE,R,02/09/2005,103 min,26/12/2005,"48,093",,,123004,,7.8/10,92%,87/100,0,21,15,Low
Salaam Namaste ,India,"Comedy, Drama, Romance","Hindi, English",3,TRUE,Not Rated,09/09/2005,158 min,20/12/2005,"6,037",65,1528,52975,457,6.2/10,83%,0,0,1,7,Low
Gabrielle ,"France, Italy, Germany","Drama, Romance",French,3,TRUE,,09/09/2005,90 min,19/12/2006,"1,607",0,2,3265,0,6.3/10,74%,79/100,0,3,6,Low
Lord of War ,"USA, Germany, France","Crime, Drama, Thriller","English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish",1,FALSE,R,16/09/2005,122 min,17/01/2006,"2,78,044",81,1599,622671,74,7.6/10,62%,62/100,0,2,2,High
"Unfinished Life, An ","Germany, USA","Drama, Family, Romance",English,2,FALSE,PG-13,16/09/2005,108 min,11/04/2006,"27,144",1,384,521267,25,7.0/10,52%,49/100,0,2,1,High
Cry_Wolf ,USA,"Drama, Horror, Mystery, Thriller",English,2,FALSE,PG-13,16/09/2005,90 min,20/12/2005,"24,866",6,133,29229,13,5.9/10,24%,39/100,0,0,0,High
Venom ,USA,"Fantasy, Horror, Thriller",English,5,TRUE,R,16/09/2005,87 min,17/01/2006,"9,115",2580,5872,13854448,7187,4.7/10,11%,25/100,0,0,0,Low
Corpse Bride ,"USA, UK","Animation, Drama, Family, Fantasy, Musical, Romance",English,5,TRUE,PG,23/09/2005,77 min,31/01/2006,"2,23,225",88,2561,550653,61,7.4/10,84%,83/100,1,8,28,High
Flightplan ,USA,"Action, Drama, Mystery, Thriller","English, French, German, Arabic, Italian, Japanese",2,FALSE,PG-13,23/09/2005,98 min,24/01/2006,"1,43,516",366,2868,1486781,146,6.3/10,37%,53/100,0,2,6,High
My Date with Drew ,USA,Documentary,English,,FALSE,PG,30/09/2005,90 min,03/01/2006,"4,399",4,26,16017,4,6.5/10,71%,51/100,0,11,0,Low
Serenity ,USA,"Action, Adventure, Sci-Fi, Thriller","English, Mandarin",1,FALSE,PG-13,30/09/2005,119 min,20/12/2005,"2,70,069",713,3129,2104712,149,7.9/10,83%,74/100,0,9,9,High
"History of Violence, A ","USA, Germany, Canada","Crime, Drama, Thriller",English,3,TRUE,R,30/09/2005,96 min,14/03/2006,"2,11,017",2,7,17479,0,7.5/10,87%,81/100,1,37,78,High
Into the Blue ,USA,"Action, Adventure, Crime, Thriller",English,1,FALSE,PG-13,30/09/2005,110 min,26/12/2005,"69,903",119,531,786379,28,5.9/10,21%,45/100,0,1,2,High
In Her Shoes ,"USA, Germany, UK","Comedy, Drama, Romance",English,2,TRUE,PG-13,07/10/2005,130 min,31/01/2006,"56,678",80,822,1427996,73,6.5/10,75%,60/100,1,1,6,High
Wallace & Gromit in The Curse of the Were-Rabbit ,"UK, USA","Animation, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",English,5,TRUE,G,07/10/2005,85 min,07/02/2006,"1,15,782",34,293,585384,32,7.5/10,95%,87/100,1,38,25,High
Two for the Money ,USA,"Drama, Sport, Thriller",English,1,FALSE,R,07/10/2005,122 min,17/01/2006,"41,030",32,659,403004,34,6.2/10,22%,50/100,0,0,2,High
Everything Is Illuminated ,USA,"Comedy, Drama","English, Russian, Ukrainian",2,TRUE,PG-13,14/10/2005,106 min,21/03/2006,"54,912",470,2447,910515,62,7.5/10,66%,58/100,0,7,4,Low
"Fog, The ",USA,Horror,English,3,TRUE,PG-13,14/10/2005,100 min,24/01/2006,"33,046",,,533340,,3.6/10,4%,27/100,0,2,0,High
